"Departamento","year_poll","C2CONGLOME","C2NSELV","C2HOGARN","C2P201","w_postpone_goals","w_obey","w_willing_sex","punish_cheating","years_old","education_level","employed","marital_status","sex","factor","peru_violencia_sexual","peru_violencia_psicologica","peru_violencia_fisica","Index"
"Callao",2019,NA,"10096","1","3",1,1,0,1,"52",2,"1","6","2","18686.056640625",6.34,56.98,26.79,0.75
"Callao",2019,NA,"10109","1","1",0,0,0,0,"43",3,"1","1","1","18686.056640625",6.34,56.98,26.79,0
"Callao",2019,NA,"10139","1","2",0,0,0,0,"24",3,"0","1","2","18686.056640625",6.34,56.98,26.79,0
"Callao",2019,NA,"10156","1","1",0,0,1,0,"28",3,"1","5","1","9343.0283203125",6.34,56.98,26.79,0.25
"Callao",2019,NA,"10190","1","1",0,0,0,0,"40",5,"1","1","1","18686.056640625",6.34,56.98,26.79,0
"Callao",2019,NA,"10199","1","1",1,1,1,1,"76",3,"0","2","1","18686.056640625",6.34,56.98,26.79,1
"Callao",2019,NA,"10230","1","1",0,0,0,0,"41",3,"1","1","1","18686.056640625",6.34,56.98,26.79,0
"Callao",2019,NA,"10284","1","1",0,0,0,0,"81",3,"0","2","2","18686.056640625",6.34,56.98,26.79,0
"Callao",2019,NA,"10314","1","1",1,0,1,0,"74",3,"1","2","2","18686.056640625",6.34,56.98,26.79,0.5
"Callao",2019,NA,"10375","1","2",0,0,0,0,"29",3,"1","6","2","18686.056640625",6.34,56.98,26.79,0
"Callao",2019,NA,"10405","1","1",0,0,0,1,"57",3,"1","2","1","37372.11328125",6.34,56.98,26.79,0.25
"Callao",2019,NA,"11079","1","2",0,0,0,0,"50",3,"0","6","2","18686.056640625",6.34,56.98,26.79,0
"Callao",2019,NA,"11107","1","1",1,1,1,1,"77",3,"0","3","2","18686.056640625",6.34,56.98,26.79,1
"Callao",2019,NA,"11122","1","1",0,0,0,0,"38",5,"1","1","1","18686.056640625",6.34,56.98,26.79,0
"Callao",2019,NA,"11150","1","2",0,0,0,0,"54",6,"1","6","1","46715.140625",6.34,56.98,26.79,0
"Callao",2019,NA,"11165","1","2",1,0,0,0,"69",3,"0","2","2","37372.11328125",6.34,56.98,26.79,0.25
"Callao",2019,NA,"11195","1","3",0,0,0,0,"30",6,"1","6","1","28029.083984375",6.34,56.98,26.79,0
"Callao",2019,NA,"11203","1","2",0,0,0,0,"30",3,"0","5","2","18686.056640625",6.34,56.98,26.79,0
"Callao",2019,NA,"11249","1","1",0,0,0,0,"42",5,"1","6","1","9343.0283203125",6.34,56.98,26.79,0
"Callao",2019,NA,"11273","1","1",0,0,0,0,"43",6,"1","2","1","18686.056640625",6.34,56.98,26.79,0
"Callao",2019,NA,"11319","1","1",1,0,0,1,"50",5,"1","3","2","28029.083984375",6.34,56.98,26.79,0.5
"Callao",2019,NA,"11347","1","1",0,0,0,0,"47",3,"1","1","1","18686.056640625",6.34,56.98,26.79,0
"Callao",2019,NA,"11400","1","2",0,0,0,0,"32",5,"1","2","2","28029.083984375",6.34,56.98,26.79,0
"Callao",2019,NA,"12181","1","1",0,1,0,1,"37",3,"1","1","1","18686.056640625",6.34,56.98,26.79,0.5
"Callao",2019,NA,"12060","1","1",1,1,0,1,"70",3,"0","5","2","9343.0283203125",6.34,56.98,26.79,0.75
"Callao",2019,NA,"12078","1","1",1,0,1,0,"60",3,"0","5","1","9343.0283203125",6.34,56.98,26.79,0.5
"Callao",2019,NA,"12120","1","1",1,0,0,0,"22",3,"1","1","1","18686.056640625",6.34,56.98,26.79,0.25
"Callao",2019,NA,"12026","1","1",0,0,0,1,"50",6,"1","2","1","28029.083984375",6.34,56.98,26.79,0.25
"Callao",2019,NA,"12136","1","2",1,0,0,0,"40",3,"1","1","2","18686.056640625",6.34,56.98,26.79,0.25
"Cusco",2013,"37188","5","1","1",1,1,1,1,"56",2,"1","6","2","22798.74",16.7,76.8,53,1
"Cusco",2013,"37188","16","1","1",1,0,1,0,"37",3,"1","1","1","27720.07",16.7,76.8,53,0.5
"Cusco",2013,"37188","39","1","3",0,0,0,0,"18",4,"0","6","1","27720.07",16.7,76.8,53,0
"Cusco",2013,"37188","51","1","2",1,0,0,0,"36",0,"0","1","2","22798.74",16.7,76.8,53,0.25
"Cusco",2013,"37188","74","1","1",0,1,0,0,"34",5,"1","1","1","27720.07",16.7,76.8,53,0.25
"Cusco",2013,"37188","86","1","2",1,0,0,0,"76",0,"1","2","2","22798.74",16.7,76.8,53,0.25
"Cusco",2013,"37188","110","1","2",1,0,1,1,"51",2,"1","1","2","22798.74",16.7,76.8,53,0.75
"Cusco",2013,"37188","121","1","1",1,0,1,1,"65",2,"1","1","1","27720.07",16.7,76.8,53,0.75
"Cusco",2013,"37558","12","1","1",1,0,0,0,"43",3,"1","1","1","27720.07",16.7,76.8,53,0.25
"Cusco",2013,"37558","20","1","1",1,1,0,1,"69",3,"0","2","1","27720.07",16.7,76.8,53,0.75
"Cusco",2013,"37558","47","1","1",1,1,1,0,"75",3,"0","3","2","22798.74",16.7,76.8,53,0.75
"Cusco",2013,"37558","59","1","2",1,0,0,1,"46",4,"1","2","2","22798.74",16.7,76.8,53,0.5
"Cusco",2013,"37558","84","1","1",1,1,0,0,"25",3,"1","1","1","27720.07",16.7,76.8,53,0.5
"Cusco",2013,"37558","98","1","1",0,0,0,0,"27",5,"1","1","2","22798.74",16.7,76.8,53,0
"Cusco",2013,"37558","120","1","2",1,1,0,1,"31",3,"1","1","1","27720.07",16.7,76.8,53,0.75
"Cusco",2013,"37558","134","1","2",0,0,0,0,"36",4,"1","1","2","22798.74",16.7,76.8,53,0
"Cusco",2013,"38444","53","1","2",1,1,1,1,"48",0,"1","2","2","13449.29",16.7,76.8,53,1
"Cusco",2013,"38444","54","1","1",1,1,1,0,"45",0,"1","2","2","13449.29",16.7,76.8,53,0.75
"Cusco",2013,"38444","55","1","2",0,0,0,1,"64",0,"1","2","2","13449.29",16.7,76.8,53,0.25
"Cusco",2013,"38444","56","1","1",1,1,0,1,"24",3,"1","1","1","18566.4",16.7,76.8,53,0.75
"Cusco",2013,"38444","57","1","1",0,1,0,1,"68",0,"1","2","1","18566.4",16.7,76.8,53,0.5
"Cusco",2013,"38444","59","1","2",1,1,1,1,"46",3,"1","2","2","13449.29",16.7,76.8,53,1
"Cusco",2013,"38444","125","1","1",1,1,1,1,"31",2,"1","1","1","18566.4",16.7,76.8,53,1
"Cusco",2013,"38444","126","1","1",1,0,0,1,"42",2,"1","6","1","18566.4",16.7,76.8,53,0.5
"Cusco",2013,"38444","127","1","2",0,0,0,0,"64",0,"1","2","2","13449.29",16.7,76.8,53,0
"Cusco",2013,"38444","128","1","2",1,1,1,1,"31",2,"1","2","2","13449.29",16.7,76.8,53,1
"Cusco",2013,"38444","129","1","1",1,1,0,1,"68",0,"1","2","1","18566.4",16.7,76.8,53,0.75
"Cusco",2013,"38444","130","1","1",1,0,1,1,"45",3,"1","1","1","18566.4",16.7,76.8,53,0.75
"Cusco",2013,"38691","30","1","5",0,0,0,0,"36",3,"1","5","2","13449.29",16.7,76.8,53,0
"Cusco",2013,"38691","32","1","1",1,0,0,0,"53",2,"1","2","1","18566.4",16.7,76.8,53,0.25
"Cusco",2013,"38691","33","1","2",0,0,0,0,"33",2,"1","2","2","13449.29",16.7,76.8,53,0
"Cusco",2013,"38691","35","1","2",0,1,0,0,"36",2,"1","1","2","13449.29",16.7,76.8,53,0.25
"Cusco",2013,"38691","36","1","1",1,1,1,0,"67",0,"1","3","2","13449.29",16.7,76.8,53,0.75
"Cusco",2013,"38691","85","1","1",1,0,0,0,"83",2,"1","1","1","18566.4",16.7,76.8,53,0.25
"Cusco",2013,"38691","86","1","2",1,0,0,0,"46",2,"1","2","2","13449.29",16.7,76.8,53,0.25
"Cusco",2013,"38691","87","1","1",1,0,1,1,"55",3,"1","2","1","18566.4",16.7,76.8,53,0.75
"Cusco",2013,"38691","88","1","2",1,0,1,0,"20",3,"1","6","2","13449.29",16.7,76.8,53,0.5
"Cusco",2013,"38691","89","1","1",1,0,0,1,"65",0,"1","3","2","13449.29",16.7,76.8,53,0.5
"Cusco",2013,"38691","90","1","1",1,0,0,0,"73",2,"1","3","1","18566.4",16.7,76.8,53,0.25
"Cusco",2013,"38691","92","1","2",1,1,0,0,"50",2,"1","2","2","13449.29",16.7,76.8,53,0.5
"Cusco",2015,"37188","2","1","2",1,0,0,1,"55",3,"1","2","2","25294.14",12.93,75.03,44.7,0.5
"Cusco",2015,"37188","25","1","2",1,0,0,0,"40",2,"1","5","2","25294.14",12.93,75.03,44.7,0.25
"Cusco",2015,"37188","28","1","1",1,0,0,0,"40",3,"1","2","1","28496.4",12.93,75.03,44.7,0.25
"Cusco",2015,"37188","36","1","1",0,0,0,0,"58",3,"0","1","1","28496.4",12.93,75.03,44.7,0
"Cusco",2015,"37188","60","1","1",0,0,0,0,"30",3,"1","1","2","25294.14",12.93,75.03,44.7,0
"Cusco",2015,"37188","63","1","1",1,0,0,1,"65",3,"1","5","2","25294.14",12.93,75.03,44.7,0.5
"Cusco",2015,"37188","71","1","1",0,1,1,1,"70",3,"1","2","1","28496.4",12.93,75.03,44.7,0.75
"Cusco",2015,"37188","107","1","1",0,0,1,0,"38",3,"1","6","1","28496.4",12.93,75.03,44.7,0.25
"Cusco",2015,"37558","3","1","2",1,1,0,1,"35",2,"1","1","2","28907.58",12.93,75.03,44.7,0.75
"Cusco",2015,"37558","34","1","1",0,1,0,1,"57",5,"1","2","1","32567.31",12.93,75.03,44.7,0.5
"Cusco",2015,"37558","44","1","4",1,1,0,1,"20",5,"0","6","1","32567.31",12.93,75.03,44.7,0.75
"Cusco",2015,"37558","68","1","1",0,0,0,1,"63",2,"0","5","2","28907.58",12.93,75.03,44.7,0.25
"Cusco",2015,"37558","111","1","2",1,1,0,0,"68",3,"1","2","1","32567.31",12.93,75.03,44.7,0.5
"Cusco",2015,"37558","127","1","3",0,1,1,1,"48",3,"1","3","2","28907.58",12.93,75.03,44.7,0.75
"Cusco",2015,"37558","147","1","3",0,0,0,0,"28",3,"1","6","1","32567.31",12.93,75.03,44.7,0
"Cusco",2015,"37558","147","2","1",0,0,0,0,"35",3,"1","1","1","32567.31",12.93,75.03,44.7,0
"Cusco",2015,"38444","41","1","2",0,0,0,1,"65",0,"1","2","2","12215.12",12.93,75.03,44.7,0.25
"Cusco",2015,"38444","42","1","7",0,0,0,0,"75",0,"0","2","1","15875.79",12.93,75.03,44.7,0
"Cusco",2015,"38444","43","1","2",0,0,0,1,"46",2,"0","2","2","12215.12",12.93,75.03,44.7,0.25
"Cusco",2015,"38444","44","1","2",0,1,0,1,"41",0,"0","2","2","12215.12",12.93,75.03,44.7,0.5
"Cusco",2015,"38444","45","1","1",1,0,0,1,"80",0,"0","3","2","12215.12",12.93,75.03,44.7,0.5
"Cusco",2015,"38444","46","1","1",0,0,0,1,"39",0,"1","2","1","15875.79",12.93,75.03,44.7,0.25
"Cusco",2015,"38444","107","1","1",1,0,0,1,"80",0,"0","2","1","15875.79",12.93,75.03,44.7,0.5
"Cusco",2015,"38444","108","1","3",0,0,1,1,"20",4,"0","6","1","15875.79",12.93,75.03,44.7,0.5
"Cusco",2015,"38444","109","1","1",1,0,1,1,"82",0,"0","2","1","15875.79",12.93,75.03,44.7,0.75
"Cusco",2015,"38444","110","1","1",0,0,1,1,"45",2,"1","1","1","15875.79",12.93,75.03,44.7,0.5
"Cusco",2015,"38444","111","1","1",1,0,1,1,"49",0,"1","3","2","12215.12",12.93,75.03,44.7,0.75
"Cusco",2015,"38444","112","1","1",0,0,0,1,"50",0,"1","3","2","12215.12",12.93,75.03,44.7,0.25
"Cusco",2015,"38691","8","1","1",0,0,0,1,"55",3,"1","1","1","15875.79",12.93,75.03,44.7,0.25
"Cusco",2015,"38691","10","1","1",1,0,0,0,"69",0,"1","3","2","12215.12",12.93,75.03,44.7,0.25
"Cusco",2015,"38691","11","1","2",0,0,0,0,"38",2,"1","1","2","12215.12",12.93,75.03,44.7,0
"Cusco",2015,"38691","12","1","1",1,0,0,1,"41",3,"1","2","1","15875.79",12.93,75.03,44.7,0.5
"Cusco",2015,"38691","13","1","1",1,0,0,0,"36",3,"1","6","2","12215.12",12.93,75.03,44.7,0.25
"Cusco",2015,"38691","14","1","1",0,0,0,0,"57",2,"1","3","2","12215.12",12.93,75.03,44.7,0
"Cusco",2015,"38691","52","1","2",1,1,1,1,"34",2,"1","1","2","12215.12",12.93,75.03,44.7,1
"Cusco",2015,"38691","53","1","1",1,1,0,1,"37",3,"1","2","2","12215.12",12.93,75.03,44.7,0.75
"Cusco",2015,"38691","54","1","2",1,0,0,0,"34",0,"0","1","2","12215.12",12.93,75.03,44.7,0.25
"Cusco",2015,"38691","59","1","1",1,0,1,1,"78",0,"1","3","2","12215.12",12.93,75.03,44.7,0.75
"Cusco",2015,"38691","60","1","3",1,1,0,0,"18",3,"1","6","2","12215.12",12.93,75.03,44.7,0.5
"Cusco",2015,"38691","65","1","2",1,0,0,1,"39",2,"1","1","2","12215.12",12.93,75.03,44.7,0.5
"Cusco",2019,NA,"13577","1","2",0,1,1,1,"26",6,"1","1","1","18605.89453125",11.64,58.01,40.29,0.75
"Cusco",2019,NA,"12491","1","1",1,1,1,1,"62",3,"0","3","1","9302.947265625",11.64,58.01,40.29,1
"Cusco",2019,NA,"12340","1","1",0,0,0,1,"60",2,"1","5","2","27908.841796875",11.64,58.01,40.29,0.25
"Cusco",2019,NA,"12348","1","2",1,1,1,0,"28",6,"1","5","1","37211.7890625",11.64,58.01,40.29,0.75
"Cusco",2019,NA,"12962","1","1",1,0,1,1,"69",0,"0","3","2","8332.697265625",11.64,58.01,40.29,0.75
"Cusco",2019,NA,"13949","1","1",0,0,0,0,"84",0,"0","3","2","8332.697265625",11.64,58.01,40.29,0
"Cusco",2019,NA,"12925","1","1",1,0,1,0,"83",0,"0","3","2","8332.697265625",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"12961","1","1",1,0,1,1,"56",2,"0","2","1","16665.39453125",11.64,58.01,40.29,0.75
"Cusco",2019,NA,"13942","1","4",0,0,0,0,"18",3,"0","6","2","33330.7890625",11.64,58.01,40.29,0
"Cusco",2019,NA,"13519","1","1",1,1,0,1,"43",3,"1","6","2","37211.7890625",11.64,58.01,40.29,0.75
"Cusco",2019,NA,"12520","1","2",0,0,0,0,"24",5,"1","1","1","18605.89453125",11.64,58.01,40.29,0
"Cusco",2019,NA,"12533","1","1",1,0,0,1,"45",2,"1","1","2","18605.89453125",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"13825","1","1",1,0,0,0,"63",3,"1","2","1","27908.841796875",11.64,58.01,40.29,0.25
"Cusco",2019,NA,"12964","1","1",1,0,1,0,"64",2,"0","3","1","8332.697265625",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"13532","1","1",0,0,0,0,"28",5,"0","2","2","18605.89453125",11.64,58.01,40.29,0
"Cusco",2019,NA,"13490","1","2",0,0,0,0,"22",5,"0","1","2","18605.89453125",11.64,58.01,40.29,0
"Cusco",2019,NA,"12365","1","1",0,1,0,0,"28",5,"1","5","1","9302.947265625",11.64,58.01,40.29,0.25
"Cusco",2019,NA,"13776","1","1",0,0,0,0,"63",6,"1","2","1","27908.841796875",11.64,58.01,40.29,0
"Cusco",2019,NA,"12966","1","1",1,0,1,0,"61",3,"1","2","1","16665.39453125",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"12963","1","2",1,0,1,0,"39",2,"0","1","2","16665.39453125",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"13475","1","2",0,0,0,0,"37",5,"1","2","2","18605.89453125",11.64,58.01,40.29,0
"Cusco",2019,NA,"13444","1","2",1,0,0,1,"80",0,"0","3","2","18605.89453125",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"12461","1","2",0,0,0,0,"33",5,"0","2","2","18605.89453125",11.64,58.01,40.29,0
"Cusco",2019,NA,"13768","1","1",1,0,1,1,"70",3,"1","2","1","18605.89453125",11.64,58.01,40.29,0.75
"Cusco",2019,NA,"13562","1","1",0,0,0,0,"43",3,"1","5","2","18605.89453125",11.64,58.01,40.29,0
"Cusco",2019,NA,"12582","1","1",0,1,0,1,"40",3,"1","1","1","18605.89453125",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"13605","1","1",0,0,0,0,"27",5,"0","2","2","18605.89453125",11.64,58.01,40.29,0
"Cusco",2019,NA,"12474","1","2",1,1,0,1,"41",5,"1","1","2","27908.841796875",11.64,58.01,40.29,0.75
"Cusco",2019,NA,"13749","1","3",1,1,0,0,"28",3,"1","6","2","37211.7890625",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"13800","1","1",1,1,0,1,"60",3,"1","5","2","27908.841796875",11.64,58.01,40.29,0.75
"Cusco",2019,NA,"13984","1","1",0,0,0,0,"44",3,"1","6","1","8332.697265625",11.64,58.01,40.29,0
"Cusco",2019,NA,"12426","1","1",0,0,0,0,"77",2,"1","3","1","9302.947265625",11.64,58.01,40.29,0
"Cusco",2019,NA,"12924","1","1",1,0,0,0,"78",2,"1","3","1","8332.697265625",11.64,58.01,40.29,0.25
"Cusco",2019,NA,"12567","1","4",0,0,1,1,"23",5,"0","6","2","46514.734375",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"13815","1","1",1,0,1,0,"80",6,"1","3","1","9302.947265625",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"13926","1","1",0,0,0,0,"40",5,"1","5","1","8332.697265625",11.64,58.01,40.29,0
"Cusco",2019,NA,"12447","1","2",1,0,0,1,"38",3,"0","1","2","18605.89453125",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"14015","1","1",1,0,0,0,"68",2,"0","3","2","8332.697265625",11.64,58.01,40.29,0.25
"Cusco",2019,NA,"12965","1","2",1,0,1,1,"46",2,"0","1","2","24998.091796875",11.64,58.01,40.29,0.75
"Cusco",2019,NA,"13741","1","1",1,0,0,1,"84",5,"0","5","1","18605.89453125",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"12418","1","1",1,0,0,1,"48",5,"1","5","2","18605.89453125",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"12401","1","2",0,0,0,1,"37",6,"1","6","1","18605.89453125",11.64,58.01,40.29,0.25
"Cusco",2019,NA,"13999","1","3",0,1,0,1,"35",6,"1","6","1","33330.7890625",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"12392","1","1",1,0,0,1,"19",5,"1","6","1","9302.947265625",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"12373","1","1",0,1,1,1,"73",2,"0","5","2","18605.89453125",11.64,58.01,40.29,0.75
"Cusco",2019,NA,"13793","1","1",1,0,1,0,"56",7,"1","1","1","18605.89453125",11.64,58.01,40.29,0.5
"Cusco",2019,NA,"13975","1","2",0,0,1,0,"28",3,"1","1","2","16665.39453125",11.64,58.01,40.29,0.25
"Cusco",2019,NA,"13992","1","1",1,0,0,0,"76",6,"1","5","1","8332.697265625",11.64,58.01,40.29,0.25
"Huancavelica",2013,"33225","4","1","6",1,0,0,0,"39",5,"1","6","2","22798.74",11.6,80.4,37.4,0.25
"Huancavelica",2013,"33225","16","1","2",0,1,0,1,"37",3,"0","2","2","22798.74",11.6,80.4,37.4,0.5
"Huancavelica",2013,"33225","40","1","1",0,0,0,0,"69",2,"0","3","2","22798.74",11.6,80.4,37.4,0
"Huancavelica",2013,"33225","65","1","1",1,1,0,0,"46",5,"1","6","2","22798.74",11.6,80.4,37.4,0.5
"Huancavelica",2013,"33225","77","1","1",0,0,0,0,"58",2,"0","5","2","22798.74",11.6,80.4,37.4,0
"Huancavelica",2013,"33225","101","1","2",1,0,0,1,"46",6,"1","2","2","22798.74",11.6,80.4,37.4,0.5
"Huancavelica",2013,"33225","116","1","2",1,0,0,1,"74",0,"0","2","2","22798.74",11.6,80.4,37.4,0.5
"Huancavelica",2013,"33225","139","1","3",1,0,0,0,"22",5,"0","6","2","22798.74",11.6,80.4,37.4,0.25
"Huancavelica",2013,"33429","69","1","1",1,0,0,0,"63",0,"1","3","2","13449.29",11.6,80.4,37.4,0.25
"Huancavelica",2013,"33429","74","1","2",1,0,0,0,"57",0,"1","2","2","13449.29",11.6,80.4,37.4,0.25
"Huancavelica",2013,"33429","75","1","1",0,0,1,0,"27",0,"1","2","1","18566.4",11.6,80.4,37.4,0.25
"Huancavelica",2013,"33429","77","1","1",0,1,0,0,"72",0,"1","3","2","13449.29",11.6,80.4,37.4,0.25
"Huancavelica",2013,"33429","78","1","2",0,0,0,0,"45",0,"0","2","2","13449.29",11.6,80.4,37.4,0
"Huancavelica",2013,"33429","114","1","1",0,0,0,0,"57",0,"1","5","2","13449.29",11.6,80.4,37.4,0
"Huancavelica",2013,"33429","120","1","1",0,0,0,1,"61",2,"1","2","1","18566.4",11.6,80.4,37.4,0.25
"Huancavelica",2013,"33429","122","1","1",0,0,0,0,"62",2,"1","2","1","18566.4",11.6,80.4,37.4,0
"Huancavelica",2013,"33429","124","1","1",0,1,1,1,"42",3,"1","2","1","18566.4",11.6,80.4,37.4,0.75
"Huancavelica",2013,"33429","129","1","1",1,0,0,1,"59",0,"0","2","1","18566.4",11.6,80.4,37.4,0.5
"Huancavelica",2013,"33429","132","1","1",1,0,0,1,"25",3,"1","1","1","18566.4",11.6,80.4,37.4,0.5
"Huancavelica",2013,"33429","153","1","1",0,1,0,0,"62",2,"1","3","2","13449.29",11.6,80.4,37.4,0.25
"Huancavelica",2015,"33225","10","1","5",0,0,0,0,"24",5,"1","6","1","28496.4",6.56,69.87,33.11,0
"Huancavelica",2015,"33225","24","1","1",1,0,0,1,"45",5,"1","5","2","25294.14",6.56,69.87,33.11,0.5
"Huancavelica",2015,"33225","47","1","2",0,0,0,0,"55",3,"0","2","2","25294.14",6.56,69.87,33.11,0
"Huancavelica",2015,"33225","72","1","2",1,0,1,0,"41",2,"0","2","2","25294.14",6.56,69.87,33.11,0.5
"Huancavelica",2015,"33225","84","1","1",0,0,0,1,"36",5,"1","1","1","28496.4",6.56,69.87,33.11,0.25
"Huancavelica",2015,"33225","110","1","2",0,0,0,0,"53",2,"0","2","2","25294.14",6.56,69.87,33.11,0
"Huancavelica",2015,"33225","122","1","1",0,0,0,0,"36",4,"1","5","2","25294.14",6.56,69.87,33.11,0
"Huancavelica",2015,"33225","146","1","3",1,1,0,1,"52",3,"1","5","2","25294.14",6.56,69.87,33.11,0.75
"Huancavelica",2015,"33432","19","1","1",1,0,0,0,"27",3,"1","1","1","15875.79",6.56,69.87,33.11,0.25
"Huancavelica",2015,"33432","20","1","2",1,0,0,0,"41",0,"1","2","2","12215.12",6.56,69.87,33.11,0.25
"Huancavelica",2015,"33432","21","1","1",0,0,0,0,"52",3,"1","2","1","15875.79",6.56,69.87,33.11,0
"Huancavelica",2015,"33432","22","1","1",0,0,0,0,"73",0,"1","3","2","12215.12",6.56,69.87,33.11,0
"Huancavelica",2015,"33432","23","1","2",1,0,0,0,"56",2,"1","2","2","12215.12",6.56,69.87,33.11,0.25
"Huancavelica",2015,"33432","24","1","2",1,0,0,0,"53",3,"1","2","2","12215.12",6.56,69.87,33.11,0.25
"Huancavelica",2015,"33432","90","1","2",1,0,0,1,"50",2,"1","2","2","12215.12",6.56,69.87,33.11,0.5
"Huancavelica",2015,"33432","91","1","2",1,0,0,0,"41",2,"1","1","2","12215.12",6.56,69.87,33.11,0.25
"Huancavelica",2015,"33432","93","1","3",0,0,0,0,"18",3,"1","6","2","12215.12",6.56,69.87,33.11,0
"Huancavelica",2015,"33432","94","1","2",0,0,0,0,"44",2,"1","2","2","12215.12",6.56,69.87,33.11,0
"Huancavelica",2015,"33432","96","1","1",1,0,0,0,"85",0,"1","3","2","12215.12",6.56,69.87,33.11,0.25
"Huancavelica",2015,"33432","101","1","1",0,0,0,0,"78",0,"1","6","2","12215.12",6.56,69.87,33.11,0
"Huancavelica",2019,NA,"14103","1","2",1,0,0,0,"32",2,"0","1","2","16665.39453125",7.9,62.9,35.21,0.25
"Huancavelica",2019,NA,"14049","1","2",1,1,1,1,"48",3,"1","2","2","16665.39453125",7.9,62.9,35.21,1
"Huancavelica",2019,NA,"14102","1","1",1,1,1,1,"61",2,"1","1","1","24998.091796875",7.9,62.9,35.21,1
"Huancavelica",2019,NA,"14105","1","1",1,0,0,0,"61",2,"1","2","2","24998.091796875",7.9,62.9,35.21,0.25
"Huancavelica",2019,NA,"14048","1","2",1,0,0,0,"47",2,"1","2","2","24998.091796875",7.9,62.9,35.21,0.25
"Huancavelica",2019,NA,"14050","1","2",1,1,1,1,"54",2,"0","2","2","16665.39453125",7.9,62.9,35.21,1
"Huancavelica",2019,NA,"14051","1","3",0,0,0,0,"22",3,"1","6","2","24998.091796875",7.9,62.9,35.21,0
"Huancavelica",2019,NA,"14104","1","1",0,0,0,0,"30",3,"1","1","1","8332.697265625",7.9,62.9,35.21,0
"Huanuco",2013,"14699","26","1","1",1,1,0,1,"65",0,"0","5","1","18566.4",6.6,71.7,30,0.75
"Huanuco",2013,"14699","27","1","1",1,1,1,1,"45",2,"1","1","1","18566.4",6.6,71.7,30,1
"Huanuco",2013,"14699","28","1","1",1,1,1,1,"34",2,"1","1","1","18566.4",6.6,71.7,30,1
"Huanuco",2013,"14699","30","1","3",1,0,0,1,"24",3,"1","6","1","18566.4",6.6,71.7,30,0.5
"Huanuco",2013,"14699","32","1","2",1,1,1,1,"32",2,"0","1","2","13449.29",6.6,71.7,30,1
"Huanuco",2013,"14699","87","1","1",1,1,0,1,"30",3,"1","1","1","18566.4",6.6,71.7,30,0.75
"Huanuco",2013,"14699","89","1","1",1,0,0,0,"43",2,"0","5","2","13449.29",6.6,71.7,30,0.25
"Huanuco",2013,"14699","90","1","2",1,0,0,0,"28",3,"0","1","2","13449.29",6.6,71.7,30,0.25
"Huanuco",2013,"14699","91","1","2",0,0,0,0,"54",0,"0","2","2","13449.29",6.6,71.7,30,0
"Huanuco",2013,"14699","92","1","1",0,1,1,1,"54",0,"0","3","2","13449.29",6.6,71.7,30,0.75
"Huanuco",2013,"14699","94","1","1",0,0,0,0,"58",2,"1","1","1","18566.4",6.6,71.7,30,0
"Huanuco",2013,"14699","95","1","2",0,0,0,0,"91",2,"0","3","1","18566.4",6.6,71.7,30,0
"Huanuco",2013,"14802","78","1","2",1,1,1,1,"78",0,"0","2","2","13449.29",6.6,71.7,30,1
"Huanuco",2013,"14802","82","1","7",0,1,1,1,"78",2,"0","3","1","18566.4",6.6,71.7,30,0.75
"Huanuco",2013,"14802","83","1","2",1,1,0,1,"47",2,"0","2","2","13449.29",6.6,71.7,30,0.75
"Huanuco",2013,"14802","136","1","3",1,0,1,1,"18",3,"0","6","2","13449.29",6.6,71.7,30,0.75
"Huanuco",2013,"14802","140","1","5",1,1,1,1,"89",0,"0","3","2","13449.29",6.6,71.7,30,1
"Huanuco",2013,"14802","141","1","2",1,0,0,0,"28",3,"1","1","2","13449.29",6.6,71.7,30,0.25
"Huanuco",2013,"14802","143","1","1",1,0,0,1,"59",2,"1","2","1","18566.4",6.6,71.7,30,0.5
"Huanuco",2013,"14802","144","1","1",1,1,0,1,"40",0,"0","5","2","13449.29",6.6,71.7,30,0.75
"Huanuco",2013,"14802","148","1","1",1,1,1,1,"51",0,"1","1","1","18566.4",6.6,71.7,30,1
"Huanuco",2013,"14802","150","1","1",1,0,0,0,"30",0,"1","6","2","13449.29",6.6,71.7,30,0.25
"Huanuco",2013,"14802","152","1","4",1,1,1,1,"18",3,"1","6","2","13449.29",6.6,71.7,30,1
"Huanuco",2013,"14802","157","1","2",1,1,1,1,"34",0,"0","2","2","13449.29",6.6,71.7,30,1
"Huanuco",2013,"14920","5","1","2",1,1,1,1,"39",3,"1","1","1","27720.07",6.6,71.7,30,1
