"Departamento","year_poll","C2CONGLOME","C2NSELV","C2HOGARN","C2P201","w_postpone_goals","w_obey","w_willing_sex","punish_cheating","years_old","education_level","employed","marital_status","sex","factor","peru_violencia_sexual","peru_violencia_psicologica","peru_violencia_fisica","Index"
"Lambayeque",2019,NA,"23654","1","1",0,0,0,0,"42",3,"1","2","1","41663.484375",4.11,42.26,19.54,0
"Lambayeque",2019,NA,"22864","1","1",1,1,0,1,"62",2,"0","5","2","9302.947265625",4.11,42.26,19.54,0.75
"Lambayeque",2019,NA,"22880","1","2",1,0,0,0,"25",3,"1","6","1","27908.841796875",4.11,42.26,19.54,0.25
"Lambayeque",2019,NA,"23589","1","4",0,0,0,1,"22",3,"1","1","1","24998.091796875",4.11,42.26,19.54,0.25
"Lambayeque",2019,NA,"23653","1","2",1,0,1,1,"29",2,"0","2","2","16665.39453125",4.11,42.26,19.54,0.75
"Lambayeque",2019,NA,"23063","1","1",0,0,0,0,"61",6,"1","2","1","37211.7890625",4.11,42.26,19.54,0
"Lambayeque",2019,NA,"22928","1","1",1,0,1,0,"38",3,"1","1","1","18605.89453125",4.11,42.26,19.54,0.5
"Lambayeque",2019,NA,"23009","1","1",0,0,0,0,"59",6,"1","2","1","27908.841796875",4.11,42.26,19.54,0
"Lambayeque",2019,NA,"22987","1","1",1,0,0,1,"58",6,"0","6","1","18605.89453125",4.11,42.26,19.54,0.5
"Lambayeque",2019,NA,"22846","1","1",1,1,1,1,"56",2,"1","5","2","18605.89453125",4.11,42.26,19.54,1
"Lambayeque",2019,NA,"23074","1","1",0,0,0,0,"42",6,"1","2","1","18605.89453125",4.11,42.26,19.54,0
"Lambayeque",2019,NA,"23588","1","3",0,0,0,1,"30",2,"1","1","2","24998.091796875",4.11,42.26,19.54,0.25
"Lambayeque",2019,NA,"22814","1","2",1,0,0,1,"73",2,"0","2","1","18605.89453125",4.11,42.26,19.54,0.5
"Lambayeque",2019,NA,"23656","1","1",1,1,1,1,"55",2,"1","2","1","16665.39453125",4.11,42.26,19.54,1
"Lambayeque",2019,NA,"23587","1","1",1,1,1,1,"36",2,"1","2","1","16665.39453125",4.11,42.26,19.54,1
"Lambayeque",2019,NA,"23586","1","2",1,1,1,1,"31",2,"0","2","2","24998.091796875",4.11,42.26,19.54,1
"Lambayeque",2019,NA,"23082","1","2",0,0,0,0,"48",6,"1","2","2","37211.7890625",4.11,42.26,19.54,0
"Lambayeque",2019,NA,"23041","1","2",0,0,0,0,"55",6,"1","2","2","18605.89453125",4.11,42.26,19.54,0
"Lambayeque",2019,NA,"23092","1","1",0,0,0,0,"39",6,"1","2","1","9302.947265625",4.11,42.26,19.54,0
"Lima",2013,"16610","8","1","2",0,0,0,0,"50",5,"1","2","2","22798.74",NA,NA,NA,0
"Lima",2013,"16610","21","1","1",0,0,0,0,"52",5,"1","2","2","22798.74",NA,NA,NA,0
"Lima",2013,"16610","49","1","2",1,1,1,1,"91",0,"0","2","2","22798.74",NA,NA,NA,1
"Lima",2013,"16610","60","1","1",0,1,0,1,"82",3,"0","3","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"16610","87","1","4",0,0,0,0,"24",5,"1","6","2","22798.74",NA,NA,NA,0
"Lima",2013,"16610","100","1","3",0,0,0,0,"45",5,"1","6","2","22798.74",NA,NA,NA,0
"Lima",2013,"16610","124","1","2",0,0,0,0,"37",5,"1","2","2","22798.74",NA,NA,NA,0
"Lima",2013,"16610","137","1","1",1,0,0,0,"89",3,"0","3","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"16835","70","1","1",1,0,1,1,"51",3,"1","1","1","18566.4",NA,NA,NA,0.75
"Lima",2013,"16835","71","1","1",1,0,0,0,"55",3,"1","1","1","18566.4",NA,NA,NA,0.25
"Lima",2013,"16835","74","1","1",1,0,1,1,"87",0,"0","5","2","13449.29",NA,NA,NA,0.75
"Lima",2013,"16835","75","1","2",1,1,0,0,"45",3,"0","1","2","13449.29",NA,NA,NA,0.5
"Lima",2013,"16835","76","1","1",1,1,1,1,"50",3,"1","1","2","13449.29",NA,NA,NA,1
"Lima",2013,"16835","77","1","2",1,0,0,0,"83",0,"1","1","2","13449.29",NA,NA,NA,0.25
"Lima",2013,"16835","150","1","1",1,0,0,0,"35",3,"1","2","1","18566.4",NA,NA,NA,0.25
"Lima",2013,"16835","151","1","1",1,0,0,0,"82",2,"0","2","1","18566.4",NA,NA,NA,0.25
"Lima",2013,"16835","152","1","1",0,0,0,0,"60",2,"0","2","2","13449.29",NA,NA,NA,0
"Lima",2013,"16835","161","1","1",1,1,1,1,"36",3,"1","1","1","18566.4",NA,NA,NA,1
"Lima",2013,"16835","162","1","1",1,1,0,0,"38",2,"1","2","1","18566.4",NA,NA,NA,0.5
"Lima",2013,"16835","172","1","3",0,0,0,1,"39",3,"1","1","1","18566.4",NA,NA,NA,0.25
"Lima",2013,"23923","68","1","5",0,0,0,0,"31",5,"1","6","2","26055.71",NA,NA,NA,0
"Lima",2013,"23923","93","1","2",0,0,0,0,"28",2,"1","1","2","26055.71",NA,NA,NA,0
"Lima",2013,"23923","129","1","1",1,0,0,0,"55",3,"0","2","1","31680.08",NA,NA,NA,0.25
"Lima",2013,"23923","156","1","2",0,0,0,0,"34",4,"1","6","2","26055.71",NA,NA,NA,0
"Lima",2013,"24199","7","1","1",1,0,0,0,"49",0,"1","5","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"24199","21","1","1",0,0,0,0,"30",3,"1","1","1","27720.07",NA,NA,NA,0
"Lima",2013,"24199","49","1","3",1,0,0,1,"31",3,"1","2","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"24199","63","1","2",1,1,1,0,"38",2,"0","6","1","27720.07",NA,NA,NA,0.75
"Lima",2013,"24199","90","1","2",0,1,1,1,"54",2,"1","2","2","22798.74",NA,NA,NA,0.75
"Lima",2013,"24199","104","1","2",1,1,0,1,"33",3,"1","1","2","22798.74",NA,NA,NA,0.75
"Lima",2013,"24199","132","1","2",1,1,0,1,"40",2,"1","1","2","22798.74",NA,NA,NA,0.75
"Lima",2013,"24199","146","1","1",1,0,1,0,"34",2,"1","1","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"24644","12","1","1",1,0,0,0,"46",2,"1","2","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"24644","20","1","2",1,0,1,0,"42",2,"0","2","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"24644","36","1","1",1,0,0,0,"47",3,"1","5","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"24644","45","1","1",1,1,0,1,"63",3,"1","6","1","27720.07",NA,NA,NA,0.75
"Lima",2013,"24644","62","1","1",1,0,0,0,"50",2,"1","1","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"24644","70","1","1",1,1,1,1,"47",2,"1","3","1","27720.07",NA,NA,NA,1
"Lima",2013,"24644","86","1","1",1,1,0,1,"52",3,"1","3","1","27720.07",NA,NA,NA,0.75
"Lima",2013,"24644","96","1","2",1,0,0,0,"69",2,"0","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"24905","8","1","2",1,0,0,1,"47",2,"1","1","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"24905","23","1","5",0,0,0,1,"21",3,"1","6","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"24905","56","1","4",0,0,0,0,"30",5,"0","5","2","22798.74",NA,NA,NA,0
"Lima",2013,"19066","7","1","7",1,0,0,1,"19",3,"1","5","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"19066","21","1","1",1,0,1,0,"60",2,"1","3","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"19066","38","1","1",0,0,0,1,"42",3,"1","1","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"19066","81","1","1",1,0,0,0,"33",3,"1","1","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"19066","96","1","1",1,1,0,0,"44",3,"1","2","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"19066","125","1","1",0,0,0,1,"25",4,"1","6","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"19066","138","1","2",1,1,1,1,"44",3,"1","1","2","22798.74",NA,NA,NA,1
"Lima",2013,"19066","170","1","2",1,0,0,0,"18",4,"1","6","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"19607","6","1","2",0,0,0,0,"54",3,"0","2","2","26055.71",NA,NA,NA,0
"Lima",2013,"19607","67","1","2",0,0,0,0,"56",5,"1","2","2","26055.71",NA,NA,NA,0
"Lima",2013,"19607","110","1","3",0,0,0,1,"25",5,"1","6","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"19607","129","1","3",1,0,0,0,"22",4,"1","6","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"19607","171","1","1",1,0,0,0,"70",2,"1","1","1","31680.08",NA,NA,NA,0.25
"Lima",2013,"19607","187","1","4",0,0,0,0,"24",5,"0","6","1","31680.08",NA,NA,NA,0
"Lima",2013,"19607","196","1","2",0,1,0,0,"54",3,"0","2","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"20012","9","1","1",0,0,0,0,"56",3,"1","3","2","22798.74",NA,NA,NA,0
"Lima",2013,"20012","44","1","1",0,0,0,0,"37",3,"1","1","1","27720.07",NA,NA,NA,0
"Lima",2013,"20012","60","1","3",0,0,0,0,"50",5,"0","4","2","22798.74",NA,NA,NA,0
"Lima",2013,"20012","95","1","1",0,0,0,0,"55",5,"1","2","1","27720.07",NA,NA,NA,0
"Lima",2013,"20012","110","1","1",0,0,0,0,"43",5,"1","1","1","27720.07",NA,NA,NA,0
"Lima",2013,"20012","145","1","3",1,1,0,1,"41",3,"1","2","1","27720.07",NA,NA,NA,0.75
"Lima",2013,"20012","162","1","1",0,1,0,1,"64",5,"1","2","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"20012","189","1","1",0,1,0,0,"56",3,"1","2","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"20390","20","1","3",0,0,0,0,"19",5,"0","6","2","22798.74",NA,NA,NA,0
"Lima",2013,"20390","34","1","3",0,1,1,0,"30",4,"1","2","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"20390","50","1","1",1,1,0,1,"68",3,"0","2","1","27720.07",NA,NA,NA,0.75
"Lima",2013,"20390","65","1","1",0,0,0,0,"35",4,"1","6","2","22798.74",NA,NA,NA,0
"Lima",2013,"20390","99","1","1",1,0,1,1,"73",2,"0","2","1","27720.07",NA,NA,NA,0.75
"Lima",2013,"20390","111","1","1",0,0,0,0,"58",6,"1","3","2","22798.74",NA,NA,NA,0
"Lima",2013,"20390","142","1","1",1,0,0,0,"40",5,"1","2","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"20390","158","1","1",0,0,0,1,"41",6,"1","1","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"21059","3","1","1",1,0,0,1,"36",8,"1","1","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"21059","21","1","1",1,0,0,0,"59",3,"1","2","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"21059","66","1","2",1,0,0,0,"37",3,"0","1","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"21059","86","1","2",0,0,0,0,"24",4,"1","6","2","22798.74",NA,NA,NA,0
"Lima",2013,"21059","130","1","2",0,0,1,1,"67",3,"1","2","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"21059","153","1","2",0,1,0,1,"25",5,"0","6","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"21059","191","1","2",0,0,0,0,"25",5,"1","6","2","22798.74",NA,NA,NA,0
"Lima",2013,"21059","195","1","2",1,1,0,1,"37",3,"0","1","2","22798.74",NA,NA,NA,0.75
"Lima",2013,"21599","6","1","2",1,1,0,0,"40",3,"1","1","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"21599","21","1","2",0,0,0,0,"42",4,"1","1","2","22798.74",NA,NA,NA,0
"Lima",2013,"21599","34","1","2",1,0,1,1,"81",2,"1","2","2","22798.74",NA,NA,NA,0.75
"Lima",2013,"21599","47","1","3",1,0,0,0,"31",5,"1","6","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"21599","60","1","2",1,0,0,0,"77",3,"0","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"21599","86","1","2",0,0,0,0,"39",5,"1","1","1","27720.07",NA,NA,NA,0
"Lima",2013,"21599","99","1","6",0,0,0,0,"30",5,"1","6","1","27720.07",NA,NA,NA,0
"Lima",2013,"21599","140","1","2",1,0,0,0,"37",2,"0","1","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"22101","4","1","4",1,0,0,0,"20",4,"0","6","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"22101","39","1","1",1,0,0,1,"55",2,"1","5","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"22101","57","1","1",1,0,1,0,"63",2,"1","3","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"22101","89","1","1",0,0,0,1,"33",3,"1","1","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"22101","105","1","2",0,0,0,0,"47",3,"1","2","2","22798.74",NA,NA,NA,0
"Lima",2013,"22101","138","1","2",0,0,1,0,"55",2,"1","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"22101","154","1","3",1,0,0,0,"21",5,"1","6","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"22101","183","1","2",1,1,0,1,"58",2,"1","2","2","22798.74",NA,NA,NA,0.75
"Lima",2013,"22101","183","2","2",0,0,0,0,"31",3,"0","2","2","22798.74",NA,NA,NA,0
"Lima",2013,"22533","9","1","2",0,0,0,0,"34",3,"1","6","1","31680.08",NA,NA,NA,0
"Lima",2013,"22533","15","1","8",0,0,0,1,"34",4,"1","1","1","31680.08",NA,NA,NA,0.25
"Lima",2013,"22533","63","1","1",1,0,1,1,"52",3,"1","1","1","31680.08",NA,NA,NA,0.75
"Lima",2013,"22533","98","1","2",1,1,1,1,"42",2,"0","2","2","26055.71",NA,NA,NA,1
"Lima",2013,"22533","153","1","4",1,0,0,0,"26",4,"1","6","1","31680.08",NA,NA,NA,0.25
"Lima",2013,"22533","171","1","2",1,1,1,1,"25",2,"0","1","2","26055.71",NA,NA,NA,1
"Lima",2013,"22533","184","1","1",1,0,0,1,"63",3,"1","2","1","31680.08",NA,NA,NA,0.5
"Lima",2013,"22937","4","1","2",1,0,0,0,"37",3,"0","1","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"22937","25","1","1",0,0,0,0,"41",4,"1","2","1","27720.07",NA,NA,NA,0
"Lima",2013,"22937","35","1","2",1,1,0,1,"64",3,"0","2","2","22798.74",NA,NA,NA,0.75
"Lima",2013,"22937","56","1","2",1,0,0,0,"66",5,"1","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"22937","66","1","1",1,1,0,0,"75",3,"1","3","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"22937","86","1","1",0,0,0,0,"40",5,"1","2","1","27720.07",NA,NA,NA,0
"Lima",2013,"22937","97","1","1",1,1,0,0,"59",3,"1","5","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"22937","117","1","1",0,0,0,0,"46",6,"1","4","2","22798.74",NA,NA,NA,0
"Lima",2013,"23201","10","1","2",1,0,0,0,"35",3,"1","1","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"23201","26","1","2",0,0,0,0,"20",3,"0","1","2","22798.74",NA,NA,NA,0
"Lima",2013,"23201","32","1","7",0,0,0,0,"46",4,"1","6","1","27720.07",NA,NA,NA,0
"Lima",2013,"23201","42","1","2",0,1,1,1,"49",2,"1","1","1","27720.07",NA,NA,NA,0.75
"Lima",2013,"23201","50","1","2",1,0,0,0,"47",2,"0","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"23201","62","1","3",0,0,0,1,"24",3,"1","6","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"23201","68","1","1",0,1,0,0,"67",5,"0","1","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"23201","82","1","1",0,1,0,1,"64",2,"1","2","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"23422","49","1","2",1,0,1,0,"28",4,"1","1","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"23422","63","1","1",1,0,0,0,"47",2,"1","5","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"23422","94","1","1",1,0,0,0,"60",3,"1","2","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"23422","103","1","1",1,1,0,1,"23",3,"1","1","1","27720.07",NA,NA,NA,0.75
"Lima",2013,"23422","117","1","1",1,0,0,0,"56",3,"0","5","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"23422","130","1","2",0,0,1,1,"30",3,"1","6","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"23422","143","1","2",1,0,0,0,"46",4,"0","1","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"23422","155","1","2",1,1,0,0,"69",2,"1","2","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"23516","10","1","2",1,0,0,0,"28",5,"1","1","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"23516","23","1","2",1,0,0,0,"37",3,"1","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"23516","37","1","3",1,1,0,0,"25",5,"0","6","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"23516","64","1","2",0,0,0,0,"48",5,"1","2","2","22798.74",NA,NA,NA,0
"Lima",2013,"23516","106","1","1",1,0,0,1,"56",5,"0","2","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"23516","120","1","4",1,0,0,0,"36",3,"1","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"23516","131","1","2",1,1,0,0,"33",5,"1","2","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"23516","158","1","3",0,0,0,0,"26",5,"0","6","1","27720.07",NA,NA,NA,0
"Lima",2013,"23923","22","1","3",0,0,0,1,"23",5,"1","6","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"23923","30","1","3",0,0,0,0,"28",5,"0","6","2","26055.71",NA,NA,NA,0
"Lima",2013,"23923","53","1","3",0,0,0,1,"26",3,"1","6","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"30594","153","1","1",0,0,0,0,"33",3,"0","2","2","22798.74",NA,NA,NA,0
"Lima",2013,"26045","3","1","1",1,1,0,1,"32",3,"1","5","1","27720.07",NA,NA,NA,0.75
"Lima",2013,"26045","29","1","2",0,0,0,0,"51",5,"1","2","2","22798.74",NA,NA,NA,0
"Lima",2013,"26045","76","1","1",0,0,0,0,"47",5,"1","2","1","27720.07",NA,NA,NA,0
"Lima",2013,"26045","100","1","1",0,0,1,0,"75",2,"0","6","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"26045","124","1","2",1,1,0,0,"20",3,"0","6","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"26045","147","1","1",0,0,0,0,"60",5,"0","2","1","27720.07",NA,NA,NA,0
"Lima",2013,"26045","170","1","2",0,0,0,1,"34",3,"1","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"26045","198","1","1",0,1,0,0,"45",3,"0","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"26430","16","1","2",0,0,0,0,"76",5,"0","2","2","60796.65",NA,NA,NA,0
"Lima",2013,"26430","28","1","1",0,1,0,0,"76",5,"0","3","1","73920.19",NA,NA,NA,0.25
"Lima",2013,"26430","132","1","1",0,0,0,0,"56",5,"0","3","2","60796.65",NA,NA,NA,0
"Lima",2013,"26778","9","1","4",0,1,0,0,"20",3,"1","6","1","31680.08",NA,NA,NA,0.25
"Lima",2013,"26778","25","1","1",1,1,0,0,"64",3,"1","2","1","31680.08",NA,NA,NA,0.5
"Lima",2013,"26778","59","1","1",1,0,0,0,"44",4,"0","5","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"26778","73","1","2",1,0,0,0,"72",3,"0","2","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"26778","102","1","3",1,0,1,0,"23",3,"0","6","1","31680.08",NA,NA,NA,0.5
"Lima",2013,"26778","149","1","2",0,0,0,0,"30",4,"1","1","2","26055.71",NA,NA,NA,0
"Lima",2013,"26778","163","1","2",1,0,0,0,"40",3,"0","2","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"27007","6","1","1",0,0,0,0,"57",5,"1","2","1","27720.07",NA,NA,NA,0
"Lima",2013,"27007","18","1","1",0,0,0,0,"54",5,"1","5","1","27720.07",NA,NA,NA,0
"Lima",2013,"27007","45","1","2",0,0,0,0,"70",5,"0","2","2","22798.74",NA,NA,NA,0
"Lima",2013,"27007","55","1","4",0,0,0,0,"24",5,"0","6","2","22798.74",NA,NA,NA,0
"Lima",2013,"24905","72","1","3",0,0,0,0,"37",5,"1","6","2","22798.74",NA,NA,NA,0
"Lima",2013,"24905","87","1","2",1,0,0,0,"54",4,"1","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"24905","117","1","1",0,1,1,0,"64",3,"1","1","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"24905","151","1","2",1,0,0,0,"68",0,"0","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"24905","168","1","1",0,0,0,0,"70",2,"0","3","1","27720.07",NA,NA,NA,0
"Lima",2013,"25219","1","1","1",0,0,0,0,"29",5,"1","6","1","36960.09",NA,NA,NA,0
"Lima",2013,"25219","47","1","3",0,0,0,0,"20",5,"0","6","1","36960.09",NA,NA,NA,0
"Lima",2013,"25219","71","1","4",0,0,0,0,"27",5,"1","6","2","30398.33",NA,NA,NA,0
"Lima",2013,"25219","180","1","4",1,1,0,1,"36",3,"1","6","1","36960.09",NA,NA,NA,0.75
"Lima",2013,"25219","192","1","1",0,0,1,1,"45",3,"1","2","1","36960.09",NA,NA,NA,0.5
"Lima",2013,"25219","199","1","2",1,0,0,1,"24",5,"0","6","1","36960.09",NA,NA,NA,0.5
"Lima",2013,"25338","5","1","1",1,0,0,0,"42",3,"1","1","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"25338","20","1","1",1,0,0,0,"61",5,"1","2","1","31680.08",NA,NA,NA,0.25
"Lima",2013,"25338","36","1","1",0,0,0,0,"53",3,"0","5","2","26055.71",NA,NA,NA,0
"Lima",2013,"25338","50","1","2",0,0,0,0,"64",5,"1","2","2","26055.71",NA,NA,NA,0
"Lima",2013,"25338","92","1","1",1,1,0,1,"48",5,"1","2","1","31680.08",NA,NA,NA,0.75
"Lima",2013,"25338","107","1","1",1,1,0,1,"85",5,"0","2","1","31680.08",NA,NA,NA,0.75
"Lima",2013,"25338","136","1","3",0,0,0,1,"24",5,"1","6","1","31680.08",NA,NA,NA,0.25
"Lima",2013,"28140","165","1","1",1,1,0,1,"75",2,"1","5","2","26055.71",NA,NA,NA,0.75
"Lima",2013,"28617","7","1","1",0,1,0,0,"23",5,"0","6","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"28617","25","1","1",0,1,0,1,"60",5,"1","5","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"28617","59","1","1",1,0,0,1,"60",3,"1","1","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"28617","76","1","3",0,0,0,0,"18",4,"0","6","2","22798.74",NA,NA,NA,0
"Lima",2013,"28617","108","1","1",1,0,0,0,"42",3,"0","6","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"28617","124","1","2",1,0,0,0,"48",3,"0","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"28617","156","1","2",1,1,0,1,"62",2,"0","2","2","22798.74",NA,NA,NA,0.75
"Lima",2013,"28617","173","1","2",1,0,0,0,"35",3,"1","6","1","27720.07",NA,NA,NA,0.25
"Lima",2013,"29055","2","1","3",0,0,0,0,"33",4,"1","5","2","26055.71",NA,NA,NA,0
"Lima",2013,"29055","14","1","1",1,0,1,0,"36",3,"1","2","1","31680.08",NA,NA,NA,0.5
"Lima",2013,"29055","28","1","1",1,0,0,1,"32",3,"1","1","1","31680.08",NA,NA,NA,0.5
"Lima",2013,"29055","69","1","7",0,0,0,0,"23",3,"1","6","2","26055.71",NA,NA,NA,0
"Lima",2013,"29055","110","1","1",0,1,1,1,"45",3,"1","1","1","31680.08",NA,NA,NA,0.75
"Lima",2013,"29055","122","1","2",0,0,0,1,"59",3,"0","2","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"29055","147","1","2",0,0,0,1,"25",3,"0","1","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"29386","4","1","2",0,0,0,0,"28",4,"0","1","2","26055.71",NA,NA,NA,0
"Lima",2013,"29386","45","1","1",1,0,0,0,"58",6,"1","2","1","31680.08",NA,NA,NA,0.25
"Lima",2013,"29386","58","1","2",1,0,0,0,"34",5,"0","2","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"29386","71","1","1",1,0,0,0,"53",3,"1","1","1","31680.08",NA,NA,NA,0.25
"Lima",2013,"29386","84","1","3",0,0,0,0,"25",5,"0","6","2","26055.71",NA,NA,NA,0
"Lima",2013,"29386","134","1","1",0,0,1,0,"72",5,"0","2","2","26055.71",NA,NA,NA,0.25
"Lima",2013,"27007","75","1","1",1,0,0,1,"77",5,"1","2","1","27720.07",NA,NA,NA,0.5
"Lima",2013,"27007","90","1","3",0,0,0,0,"29",6,"1","6","2","22798.74",NA,NA,NA,0
"Lima",2013,"27007","124","1","3",0,0,0,0,"24",5,"1","6","1","27720.07",NA,NA,NA,0
"Lima",2013,"27007","133","1","2",1,0,0,0,"58",3,"0","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"27409","5","1","1",0,0,0,0,"46",5,"1","2","1","27720.07",NA,NA,NA,0
"Lima",2013,"27409","19","1","6",0,0,0,0,"42",5,"1","6","2","22798.74",NA,NA,NA,0
"Lima",2013,"27409","34","1","2",1,0,0,0,"37",4,"1","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"27409","48","1","2",0,0,0,0,"35",5,"1","2","2","22798.74",NA,NA,NA,0
"Lima",2013,"27409","65","1","1",1,0,0,0,"37",5,"1","4","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"27409","79","1","6",1,0,0,1,"80",3,"0","3","2","22798.74",NA,NA,NA,0.5
"Lima",2013,"27409","94","1","2",1,1,0,1,"80",5,"0","3","2","22798.74",NA,NA,NA,0.75
"Lima",2013,"27409","139","1","3",0,0,0,0,"22",5,"1","6","2","22798.74",NA,NA,NA,0
"Lima",2013,"28140","3","1","3",0,0,0,0,"20",4,"1","6","1","31680.08",NA,NA,NA,0
"Lima",2013,"28140","32","1","2",0,0,0,0,"18",3,"0","6","1","31680.08",NA,NA,NA,0
"Lima",2013,"28140","48","1","8",0,0,0,0,"25",3,"1","6","1","31680.08",NA,NA,NA,0
"Lima",2013,"28140","62","1","1",1,0,1,1,"53",3,"0","1","1","31680.08",NA,NA,NA,0.75
"Lima",2013,"28140","76","1","1",0,0,0,0,"36",3,"1","5","2","26055.71",NA,NA,NA,0
"Lima",2013,"28140","122","1","2",1,1,1,1,"28",3,"1","2","2","26055.71",NA,NA,NA,1
"Lima",2013,"30418","30","2","2",0,0,0,1,"33",4,"1","2","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"30418","30","3","2",1,1,0,1,"20",3,"1","6","1","27720.07",NA,NA,NA,0.75
"Lima",2013,"30418","42","1","1",1,1,1,0,"75",2,"1","3","2","22798.74",NA,NA,NA,0.75
"Lima",2013,"30418","62","1","1",1,0,1,1,"78",2,"1","5","1","27720.07",NA,NA,NA,0.75
"Lima",2013,"30418","72","1","4",1,0,0,0,"20",4,"1","5","2","22798.74",NA,NA,NA,0.25
"Lima",2013,"30418","94","1","2",1,1,0,1,"33",3,"1","1","2","22798.74",NA,NA,NA,0.75
